name,prev_position,team,xP,xA,xG,xGI,A,G,GI,bonus,bps,minutes,total_points,prev_price,GW,current_price,current_position,current_team
Ryan Gravenberch,MID,Liverpool,2.0,0.0,0.0,0.0,0,0,0,0,3,4,1,50,15,50.0,MID,Liverpool
Hannibal Mejbri,MID,Man Utd,0.7,0.0,0.0,0.0,0,0,0,0,0,0,0,44,15,45.0,MID,Man Utd
Boubacar Kamara,MID,Aston Villa,0.2,0.1,0.0,0.1,0,0,0,0,13,90,2,50,15,50.0,MID,Aston Villa
Andrey Nascimento dos Santos,MID,Nott'm Forest,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,43,15,45.0,MID,Chelsea
Bart Verbruggen,GK,Brighton,0.2,0.0,0.0,0.0,0,0,0,0,0,0,0,44,15,45.0,GK,Brighton
Bernd Leno,GK,Fulham,2.8,0.0,0.0,0.0,0,0,0,0,28,90,6,47,15,50.0,GK,Fulham
Josh Dasilva,MID,Brentford,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,47,15,50.0,MID,Brentford
Josh Bowler,MID,Nott'm Forest,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,15,45.0,MID,Nott'm Forest
Oleksandr Zinchenko,DEF,Arsenal,7.2,0.34,0.0,0.34,0,0,0,0,4,26,1,52,15,50.0,DEF,Arsenal
Callum Wilson,FWD,Newcastle,0.1,0.0,0.0,0.0,0,0,0,0,0,0,0,78,15,70.0,FWD,Newcastle
Bruno Borges Fernandes,MID,Man Utd,3.3,0.56,0.92,1.48,0,0,0,0,8,90,0,83,15,85.0,MID,Man Utd
Hamed Traorè,MID,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,47,15,45.0,MID,Bournemouth
Jeremy Sarmiento Morante,MID,Brighton,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,15,50.0,MID,Brighton
Jesurun Rak-Sakyi,MID,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,15,45.0,MID,Crystal Palace
Gabriel Fernando de Jesus,FWD,Arsenal,4.8,0.44,0.7,1.14,1,1,2,3,48,90,11,79,15,70.0,FWD,Arsenal
Joel Ward,DEF,Crystal Palace,2.2,0.01,0.0,0.01,0,0,0,0,8,68,2,45,15,45.0,DEF,Crystal Palace
Harvey Barnes,MID,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,62,15,65.0,MID,Newcastle
Mateo Kovačić,MID,Man City,1.8,0.01,0.0,0.01,0,0,0,0,3,22,1,47,15,55.0,MID,Man City
Ashley Young,DEF,Everton,3.3,0.23,0.12,0.35,0,0,0,2,32,90,8,44,15,45.0,DEF,Everton
Aaron Cresswell,DEF,West Ham,0.2,0.0,0.0,0.0,0,0,0,0,0,0,0,42,15,40.0,DEF,West Ham
Sergio Reguilón,DEF,Man Utd,2.7,0.08,0.0,0.08,0,0,0,0,7,45,0,44,15,45.0,DEF,Spurs
Morgan Gibbs-White,MID,Nott'm Forest,5.0,0.01,0.0,0.01,0,0,0,0,1,45,1,57,15,65.0,MID,Nott'm Forest
Igor Julio dos Santos de Paulo,DEF,Brighton,1.2,0.02,0.06,0.08,0,0,0,0,22,90,2,43,15,45.0,DEF,Brighton
Fabian Schär,DEF,Newcastle,3.0,0.01,0.01,0.02,0,0,0,0,15,90,1,53,15,55.0,DEF,Newcastle
André Onana,GK,Man Utd,6.0,0.0,0.0,0.0,0,0,0,0,11,90,2,48,15,50.0,GK,Man Utd
Julián Álvarez,FWD,Man City,4.5,0.0,0.0,0.0,0,0,0,0,2,67,2,70,15,70.0,FWD,Man City
Maxwel Cornet,MID,West Ham,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,52,15,50.0,MID,West Ham
Caoimhin Kelleher,GK,Liverpool,2.8,0.0,0.0,0.0,0,0,0,0,25,90,6,40,15,45.0,GK,Liverpool
Chris Mepham,DEF,Bournemouth,0.2,0.0,0.0,0.0,0,0,0,0,0,0,0,43,15,45.0,DEF,Bournemouth
Facundo Buonanotte,MID,Brighton,2.8,0.13,0.04,0.17,0,0,0,0,2,68,1,47,15,50.0,MID,Leicester
Rodrigo Muniz Carvalho,FWD,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,44,15,60.0,FWD,Fulham
Fábio Ferreira Vieira,MID,Arsenal,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,54,15,55.0,MID,Arsenal
Cheick Doucouré,MID,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,50,15,50.0,MID,Crystal Palace
Joe Hodge,MID,Wolves,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,44,15,45.0,MID,Wolves
Craig Dawson,DEF,Wolves,3.0,0.0,0.0,0.0,0,0,0,2,27,90,8,45,15,45.0,DEF,Wolves
Toti António Gomes,DEF,Wolves,3.7,0.01,0.0,0.01,0,0,0,3,28,90,9,44,15,45.0,DEF,Wolves
Nayef Aguerd,DEF,West Ham,1.5,0.0,0.22,0.22,0,0,0,0,14,90,2,45,15,45.0,DEF,West Ham
Diogo Dalot Teixeira,DEF,Man Utd,5.7,0.08,0.0,0.08,0,0,0,0,14,90,1,50,15,50.0,DEF,Man Utd
Amadou Onana,MID,Everton,-0.1,0.0,0.0,0.0,0,0,0,0,0,0,0,48,15,50.0,MID,Aston Villa
Youssef Ramalho Chermiti,FWD,Everton,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,49,15,50.0,FWD,Everton
Bukayo Saka,MID,Arsenal,7.5,0.39,0.1,0.49,1,0,1,0,22,90,5,89,15,100.0,MID,Arsenal
Ben Mee,DEF,Brentford,4.5,0.01,0.09,0.1,0,0,0,0,11,90,1,48,15,45.0,DEF,Brentford
Joe Worrall,DEF,Nott'm Forest,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,44,15,45.0,DEF,Nott'm Forest
Diego Carlos Santos Silva,DEF,Aston Villa,1.2,0.01,0.0,0.01,0,0,0,0,24,90,6,44,15,45.0,DEF,Aston Villa
Lewis Cook,MID,Bournemouth,2.2,0.07,0.0,0.07,0,0,0,0,12,90,3,50,15,50.0,MID,Bournemouth
Malo Gusto,DEF,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,41,15,50.0,DEF,Chelsea
Noni Madueke,MID,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,53,15,65.0,MID,Chelsea
Milos Kerkez,DEF,Bournemouth,3.0,0.01,0.0,0.01,0,0,0,0,18,90,6,44,15,45.0,DEF,Bournemouth
Kortney Hause,DEF,Aston Villa,-1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,15,40.0,DEF,Aston Villa
Will Hughes,MID,Crystal Palace,1.5,0.01,0.0,0.01,0,0,0,0,2,21,1,49,15,50.0,MID,Crystal Palace
Alexander Isak,FWD,Newcastle,3.5,0.01,0.45,0.46,0,0,0,0,1,90,2,75,15,85.0,FWD,Newcastle
Garang Kuol,MID,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,15,45.0,MID,Newcastle
Ethan Pinnock,DEF,Brentford,1.5,0.0,0.09,0.09,0,0,0,0,19,90,1,46,15,45.0,DEF,Brentford
Jay Stansfield,FWD,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,15,50.0,FWD,Fulham
Ryan Yates,MID,Nott'm Forest,1.0,0.0,0.0,0.0,0,0,0,0,2,45,0,49,15,50.0,MID,Nott'm Forest
Frank Onyeka,MID,Brentford,1.8,0.15,0.02,0.17,0,0,0,0,8,90,2,49,15,50.0,MID,Brentford
Naouirou Ahamada,MID,Crystal Palace,0.8,0.01,0.05,0.06,0,0,0,0,3,21,1,43,15,45.0,MID,Crystal Palace
Philip Billing,MID,Bournemouth,1.2,0.36,0.0,0.36,1,0,1,0,15,28,4,52,15,50.0,MID,Bournemouth
Marc Guéhi,DEF,Crystal Palace,1.2,0.01,0.0,0.01,0,0,0,0,11,90,1,47,15,45.0,DEF,Crystal Palace
Diogo Teixeira da Silva,MID,Liverpool,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,77,15,75.0,MID,Liverpool
Erling Haaland,FWD,Man City,9.0,0.0,0.83,0.83,0,0,0,0,-1,90,2,140,15,150.0,FWD,Man City
Danny Welbeck,FWD,Brighton,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,57,15,55.0,FWD,Brighton
Carlos Vinícius Alves Morais,FWD,Fulham,0.5,0.0,0.0,0.0,0,0,0,0,3,11,1,47,15,50.0,FWD,Fulham
Conor Bradley,DEF,Liverpool,2.2,0.0,0.0,0.0,0,0,0,0,0,0,0,40,15,50.0,DEF,Liverpool
Victor Lindelöf,DEF,Man Utd,6.0,0.0,0.03,0.03,0,0,0,0,12,45,1,45,15,45.0,DEF,Man Utd
Kevin De Bruyne,MID,Man City,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,102,15,95.0,MID,Man City
Lucas Bergström,GK,Chelsea,-0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,40,15,40.0,GK,Chelsea
Lewis Miley,MID,Newcastle,3.7,0.04,0.12,0.16,0,0,0,0,17,89,2,45,15,50.0,MID,Newcastle
Roméo Lavia,MID,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,49,15,45.0,MID,Chelsea
Aaron Hickey,DEF,Brentford,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,44,15,45.0,DEF,Brentford
Solly March,MID,Brighton,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,61,15,65.0,MID,Brighton
David Datro Fofana,FWD,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,50,15,55.0,FWD,Chelsea
Declan Rice,MID,Arsenal,5.0,0.02,0.17,0.19,0,1,1,2,34,90,9,54,15,65.0,MID,Arsenal
Kacper Kozłowski,MID,Brighton,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,15,45.0,MID,Brighton
Ben Doak,MID,Liverpool,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,44,15,45.0,MID,Liverpool
Mathias Jensen,MID,Brentford,0.2,0.0,0.0,0.0,0,0,0,0,0,0,0,54,15,55.0,MID,Brentford
Wesley Fofana,DEF,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,44,15,45.0,DEF,Chelsea
Max Kilman,DEF,Wolves,2.7,0.01,0.0,0.01,0,0,0,0,20,90,5,45,15,45.0,DEF,West Ham
Nathan Aké,DEF,Man City,3.0,0.0,0.0,0.0,0,0,0,0,0,0,0,50,15,55.0,DEF,Man City
Lewis Hall,DEF,Newcastle,0.7,0.0,0.0,0.0,0,0,0,0,0,0,0,43,15,45.0,DEF,Newcastle
Deivid Washington de Souza Eugênio,FWD,Chelsea,-0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,45,15,50.0,FWD,Chelsea
Elliot Anderson,MID,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,43,15,50.0,MID,Nott'm Forest
Mykhailo Mudryk,MID,Chelsea,2.5,0.05,0.31,0.36,1,0,1,0,10,76,5,63,15,65.0,MID,Chelsea
Dejan Kulusevski,MID,Spurs,4.2,0.31,0.08,0.39,0,0,0,0,1,90,1,70,15,65.0,MID,Spurs
Daniel Castelo Podence,MID,Wolves,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,53,15,55.0,MID,Wolves
Conor Gallagher,MID,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,54,15,60.0,MID,Chelsea
Eberechi Eze,MID,Crystal Palace,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,61,15,70.0,MID,Crystal Palace
Hwang Ui-jo,FWD,Nott'm Forest,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,44,15,45.0,FWD,Nott'm Forest
Julio Enciso,MID,Brighton,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,51,15,55.0,MID,Brighton
Steven Benda,GK,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,15,40.0,GK,Fulham
Norberto Murara Neto,GK,Bournemouth,5.0,0.0,0.0,0.0,0,0,0,1,27,90,8,45,15,45.0,GK,Bournemouth
Jérémy Doku,MID,Man City,1.9,0.0,0.0,0.0,0,0,0,0,0,0,0,68,15,65.0,MID,Man City
Antonee Robinson,DEF,Fulham,4.0,0.02,0.0,0.02,0,0,0,0,29,74,6,44,15,45.0,DEF,Fulham
Raúl Jiménez,FWD,Fulham,6.2,0.01,1.44,1.45,0,2,2,3,51,78,13,52,15,55.0,FWD,Fulham
Hwang Hee-chan,MID,Wolves,5.5,0.01,0.29,0.3,0,1,1,2,27,90,10,56,15,65.0,MID,Wolves
Jordan Pickford,GK,Everton,3.7,0.02,0.0,0.02,0,0,0,0,27,90,7,44,15,50.0,GK,Everton
Bruno Guimarães Rodriguez Moura,MID,Newcastle,2.3,0.06,0.08,0.14,0,0,0,0,12,90,2,58,15,65.0,MID,Newcastle
Ryan Fraser,MID,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,49,15,50.0,MID,Newcastle
Harry Maguire,DEF,Man Utd,5.0,0.01,0.2,0.21,1,0,1,0,22,90,5,43,15,50.0,DEF,Man Utd
Matheus Santos Carneiro Da Cunha,FWD,Wolves,6.0,0.09,0.01,0.1,1,0,1,0,19,86,5,56,15,65.0,FWD,Wolves
Francisco Jorge Tomás Oliveira,MID,Wolves,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,15,45.0,MID,Wolves
Ki-Jana Hoever,DEF,Wolves,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,15,40.0,DEF,Wolves
Moussa Diaby,MID,Aston Villa,2.0,0.0,0.0,0.0,0,0,0,0,5,5,1,68,15,65.0,MID,Aston Villa
Pau Torres,DEF,Aston Villa,3.0,0.03,0.04,0.07,0,0,0,0,21,90,6,46,15,45.0,DEF,Aston Villa
Santiago Bueno,DEF,Wolves,0.7,0.0,0.0,0.0,0,0,0,0,0,0,0,45,15,45.0,DEF,Wolves
Jarrad Branthwaite,DEF,Everton,3.7,0.46,0.07,0.53,0,0,0,0,28,90,6,41,15,50.0,DEF,Everton
Martin Ødegaard,MID,Arsenal,5.5,0.44,0.06,0.5,1,0,1,0,24,90,5,83,15,85.0,MID,Arsenal
Matheus Luiz Nunes,MID,Man City,0.3,0.01,0.0,0.01,0,0,0,0,2,22,1,48,15,50.0,MID,Man City
Luke Harris,MID,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,15,45.0,MID,Fulham
Tom King,GK,Wolves,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,40,15,40.0,GK,Wolves
Rúben Gato Alves Dias,DEF,Man City,2.2,0.02,0.0,0.02,0,0,0,0,21,90,2,55,15,55.0,DEF,Man City
Djed Spence,DEF,Spurs,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,15,45.0,DEF,Spurs
Emiliano Martínez Romero,GK,Aston Villa,3.5,0.0,0.0,0.0,0,0,0,3,28,90,9,49,15,50.0,GK,Aston Villa
Bobby De Cordova-Reid,MID,Fulham,2.0,0.01,0.0,0.01,0,0,0,0,2,14,1,54,15,55.0,MID,Leicester
Tomáš Souček,MID,West Ham,4.8,0.0,0.0,0.0,0,0,0,0,12,90,2,49,15,50.0,MID,West Ham
Joško Gvardiol,DEF,Man City,1.5,0.01,0.0,0.01,0,0,0,0,21,90,2,49,15,60.0,DEF,Man City
Cole Palmer,MID,Chelsea,3.7,0.03,0.07,0.1,0,1,1,1,26,90,8,53,15,105.0,MID,Chelsea
Carlos Henrique Casimiro,MID,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,54,15,50.0,MID,Man Utd
Tom Heaton,GK,Man Utd,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,40,15,40.0,GK,Man Utd
Sepp van den Berg,DEF,Liverpool,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,15,40.0,DEF,Liverpool
Max Aarons,DEF,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,15,45.0,DEF,Bournemouth
Cristian Romero,DEF,Spurs,2.2,0.1,0.23,0.33,0,1,1,3,29,90,9,49,15,50.0,DEF,Spurs
Daniel Bentley,GK,Wolves,4.3,0.0,0.0,0.0,0,0,0,0,24,90,7,39,15,40.0,GK,Wolves
Jan Paul van Hecke,DEF,Brighton,1.2,0.03,0.14,0.17,0,0,0,0,5,90,1,40,15,45.0,DEF,Brighton
Carney Chukwuemeka,MID,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,43,15,50.0,MID,Chelsea
Odysseas Vlachodimos,GK,Nott'm Forest,1.2,0.0,0.0,0.0,0,0,0,0,9,90,0,45,15,45.0,GK,Newcastle
Myles Peart-Harris,MID,Brentford,0.5,0.0,0.0,0.0,0,0,0,0,2,6,1,45,15,45.0,MID,Brentford
Tyrick Mitchell,DEF,Crystal Palace,1.2,0.06,0.0,0.06,0,0,0,0,10,28,1,47,15,50.0,DEF,Crystal Palace
James Maddison,MID,Spurs,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,78,15,75.0,MID,Spurs
Mohamed Salah,MID,Liverpool,8.2,0.08,0.36,0.44,0,0,0,0,2,66,3,131,15,125.0,MID,Liverpool
Antoine Semenyo,FWD,Bournemouth,3.5,0.04,0.08,0.12,0,0,0,0,11,61,2,46,15,55.0,MID,Bournemouth
Altay Bayindir,GK,Man Utd,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,40,15,45.0,GK,Man Utd
Adam Webster,DEF,Brighton,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,43,15,45.0,DEF,Brighton
Darwin Núñez Ribeiro,FWD,Liverpool,3.8,0.06,0.34,0.4,1,0,1,0,7,23,3,77,15,75.0,FWD,Liverpool
Axel Disasi,DEF,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,12,90,1,50,15,45.0,DEF,Chelsea
Tyrone Mings,DEF,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,41,15,45.0,DEF,Aston Villa
Nicolás Domínguez,MID,Nott'm Forest,1.0,0.01,0.0,0.01,0,0,0,0,2,45,1,50,15,50.0,MID,Nott'm Forest
Fraser Forster,GK,Spurs,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,39,15,45.0,GK,Spurs
Jefferson Lerma Solís,MID,Crystal Palace,3.2,0.18,0.12,0.3,0,0,0,0,15,85,2,47,15,50.0,MID,Crystal Palace
Lewis Dunk,DEF,Brighton,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,50,15,45.0,DEF,Brighton
José Malheiro de Sá,GK,Wolves,1.1,0.0,0.0,0.0,0,0,0,0,0,0,0,50,15,45.0,GK,Wolves
João Neves Virgínia,GK,Everton,-0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,39,15,40.0,GK,Everton
Saša Lukić,MID,Fulham,0.5,0.0,0.02,0.02,0,0,0,0,1,11,1,44,15,50.0,MID,Fulham
Jacob Ramsey,MID,Aston Villa,-0.2,0.0,0.0,0.0,0,0,0,0,2,5,1,59,15,55.0,MID,Aston Villa
Sandro Tonali,MID,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,52,15,55.0,MID,Newcastle
Nathan Fraser,FWD,Wolves,0.1,0.0,0.0,0.0,0,0,0,0,0,0,0,45,15,45.0,FWD,Wolves
Keane Lewis-Potter,MID,Brentford,1.5,0.0,0.04,0.04,0,0,0,0,3,45,1,47,15,50.0,MID,Brentford
Dwight McNeil,MID,Everton,6.0,0.28,0.21,0.49,1,1,2,3,50,90,14,54,15,55.0,MID,Everton
Moisés Caicedo Corozo,MID,Chelsea,1.0,0.01,0.0,0.01,0,0,0,0,9,90,2,46,15,50.0,MID,Chelsea
Jorge Luiz Frello Filho,MID,Arsenal,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,53,15,50.0,MID,Arsenal
Kenny Tete,DEF,Fulham,1.8,0.0,0.0,0.0,0,0,0,0,0,0,0,44,15,45.0,DEF,Fulham
Jack Harrison,MID,Everton,2.7,0.35,0.16,0.51,0,0,0,0,15,90,3,55,15,55.0,MID,Everton
Timothy Castagne,DEF,Fulham,2.0,0.04,0.0,0.04,0,0,0,0,26,90,6,45,15,45.0,DEF,Fulham
Adam Smith,DEF,Bournemouth,3.2,0.15,0.0,0.15,0,0,0,0,21,90,6,44,15,45.0,DEF,Bournemouth
Romelu Lukaku Bolingoli,FWD,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,68,15,65.0,FWD,Chelsea
James Garner,MID,Everton,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,49,15,50.0,MID,Everton
Rob Holding,DEF,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,43,15,45.0,DEF,Crystal Palace
Aaron Wan-Bissaka,DEF,Man Utd,1.3,0.0,0.0,0.0,0,0,0,0,0,0,0,44,15,45.0,DEF,Man Utd
Deniz Undav,FWD,Brighton,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,55,15,55.0,FWD,Brighton
Nathan Patterson,DEF,Everton,1.0,0.0,0.0,0.0,1,0,1,0,16,23,4,44,15,45.0,DEF,Everton
Christopher Nkunku,FWD,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,73,15,65.0,MID,Chelsea
Tom Cairney,MID,Fulham,4.5,0.08,0.27,0.35,0,1,1,0,38,90,8,49,15,50.0,MID,Fulham
Scott Carson,GK,Man City,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,39,15,40.0,GK,Man City
Jurriën Timber,DEF,Arsenal,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,46,15,55.0,DEF,Arsenal
Konstantinos Mavropanos,DEF,West Ham,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,45,15,45.0,DEF,West Ham
Odsonne Edouard,FWD,Crystal Palace,4.5,0.07,0.16,0.23,0,0,0,0,0,90,1,55,15,55.0,FWD,Crystal Palace
James Milner,MID,Brighton,1.0,0.02,0.0,0.02,0,0,0,0,5,21,1,48,15,50.0,MID,Brighton
Mathias Jorgensen,DEF,Brentford,0.2,0.0,0.0,0.0,0,0,0,0,0,0,0,43,15,45.0,DEF,Brentford
Oliver Skipp,MID,Spurs,0.8,0.03,0.0,0.03,0,0,0,0,2,23,1,46,15,50.0,MID,Spurs
Leander Dendoncker,MID,Aston Villa,-1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,49,15,45.0,MID,Aston Villa
Michael Keane,DEF,Everton,-0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,43,15,40.0,DEF,Everton
Jarrod Bowen,MID,West Ham,4.2,0.02,0.5,0.52,0,1,1,0,23,90,7,76,15,75.0,MID,West Ham
Matt Turner,GK,Nott'm Forest,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,15,40.0,GK,Nott'm Forest
Raheem Sterling,MID,Chelsea,3.5,0.11,0.0,0.11,0,0,0,0,6,90,2,70,15,70.0,MID,Chelsea
Ryan Christie,MID,Bournemouth,3.8,0.24,0.0,0.24,0,0,0,0,14,90,3,50,15,50.0,MID,Bournemouth
Robert Sánchez,GK,Chelsea,3.3,0.0,0.0,0.0,0,0,0,3,40,90,11,46,15,45.0,GK,Chelsea
Armando Broja,FWD,Chelsea,1.3,0.0,0.04,0.04,0,0,0,0,-1,13,1,49,15,55.0,FWD,Chelsea
Chris Wood,FWD,Nott'm Forest,1.1,0.0,0.12,0.12,0,0,0,0,2,32,1,49,15,60.0,FWD,Nott'm Forest
Alex Scott,MID,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,49,15,50.0,MID,Bournemouth
Filip Marschall,GK,Aston Villa,-1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,15,40.0,GK,Aston Villa
Kalvin Phillips,MID,Man City,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,48,15,50.0,MID,Man City
Rodrigo Bentancur,MID,Spurs,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,54,15,50.0,MID,Spurs
Matty Cash,DEF,Aston Villa,-0.2,0.0,0.0,0.0,0,0,0,0,0,0,0,49,15,45.0,DEF,Aston Villa
Mason Holgate,DEF,Everton,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,15,40.0,DEF,Everton
Jaidon Anthony,MID,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,49,15,45.0,MID,Bournemouth
Tariq Lamptey,DEF,Brighton,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,15,45.0,DEF,Brighton
Nélson Cabral Semedo,DEF,Wolves,3.7,0.03,0.0,0.03,0,0,0,0,23,90,6,45,15,45.0,DEF,Wolves
Kevin Mbabu,DEF,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,15,40.0,DEF,Fulham
Tyrell Malacia,DEF,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,43,15,45.0,DEF,Man Utd
Chris Richards,DEF,Crystal Palace,0.8,0.02,0.0,0.02,0,0,0,0,22,90,1,39,15,45.0,DEF,Crystal Palace
Kyle Walker,DEF,Man City,2.2,0.05,0.0,0.05,0,0,0,0,11,90,2,53,15,55.0,DEF,Man City
Jack Hinshelwood,MID,Brighton,2.9,0.0,0.79,0.79,0,0,0,0,0,31,1,45,16,50.0,MID,Brighton
Jadon Sancho,MID,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,67,16,65.0,MID,Man Utd
Vitaly Janelt,MID,Brentford,3.1,0.21,0.0,0.21,0,0,0,0,15,90,2,53,16,50.0,MID,Brentford
Jack Grealish,MID,Man City,4.5,0.39,0.42,0.81,0,1,1,3,35,90,10,72,16,65.0,MID,Man City
Emil Krafth,DEF,Newcastle,1.1,0.13,0.0,0.13,0,0,0,0,5,4,1,44,16,45.0,DEF,Newcastle
Boubacar Traoré,MID,Wolves,0.8,0.07,0.03,0.1,0,0,0,0,3,29,1,44,16,50.0,MID,Wolves
Curtis Jones,MID,Liverpool,1.7,0.11,0.0,0.11,1,0,1,0,13,17,4,49,16,55.0,MID,Liverpool
Reece James,DEF,Chelsea,0.6,0.0,0.0,0.0,0,0,0,0,4,26,1,54,16,50.0,DEF,Chelsea
Brandon Austin,GK,Spurs,-0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,39,16,40.0,GK,Spurs
Robin Olsen,GK,Aston Villa,-0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,39,16,45.0,GK,Aston Villa
Amad Diallo,MID,Man Utd,0.1,0.0,0.0,0.0,0,0,0,0,0,0,0,44,16,50.0,MID,Man Utd
Anthony Elanga,MID,Nott'm Forest,3.8,0.04,0.07,0.11,0,0,0,0,5,83,2,50,16,55.0,MID,Nott'm Forest
Harry Toffolo,DEF,Nott'm Forest,2.2,0.04,0.45,0.49,0,1,1,0,12,90,8,44,16,45.0,DEF,Nott'm Forest
Bernardo Veiga de Carvalho e Silva,MID,Man City,5.7,0.15,0.14,0.29,0,1,1,2,32,90,9,64,16,65.0,MID,Man City
Ivan Toney,FWD,Brentford,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,79,16,75.0,FWD,Brentford
Alex Murphy,DEF,Newcastle,0.7,0.0,0.0,0.0,0,0,0,0,0,0,0,39,16,40.0,DEF,Newcastle
Eddie Nketiah,FWD,Arsenal,1.3,0.0,0.05,0.05,0,0,0,0,2,8,1,55,16,60.0,FWD,Arsenal
Benoît Badiashile,DEF,Chelsea,1.2,0.01,0.01,0.02,0,0,0,0,15,90,1,44,16,45.0,DEF,Chelsea
